player_club,age,position,nationality,player_height,strong_foot,contract_value_time,appearances,PPG,substitutions_on,substitutions_off,goals_conceded,clean_sheet,market_value,minute_per_game,goal_per_game,assist_per_game
1,35.0,Forward,170,1.93,right,1.0,11.0,1.82,1.0,5.0,0.0,0.0,100.0,74.36363636,0.3636363636363636,0.0909090909090909
1,25.0,Forward,203,1.88,right,0.0,2.0,2.0,2.0,0.0,0.0,0.0,50.0,13.5,0.0,0.0
1,24.0,Defender,203,1.84,right,1.0,3.0,1.33,0.0,1.0,0.0,0.0,75.0,82.0,0.0,0.0
305,24.0,Defender,72,1.78,left,1.0,6.0,1.67,5.0,0.0,0.0,0.0,200.0,43.66666667,0.0,0.0
1,23.0,Defender,203,1.87,right,2.0,7.0,2.71,5.0,0.0,0.0,0.0,300.0,39.71428571,0.0,0.1428571428571428
1,23.0,Defender,203,1.75,left,1.0,3.0,1.0,1.0,2.0,0.0,0.0,175.0,65.33333333,0.0,0.0
1,29.0,Midfielder,203,1.72,right,1.0,4.0,1.75,0.0,3.0,0.0,0.0,100.0,69.75,0.0,0.0
1,33.0,Midfielder,203,1.84,right,1.0,8.0,0.88,5.0,3.0,0.0,0.0,50.0,42.0,0.0,0.0
1,24.0,Midfielder,203,1.88,right,2.0,6.0,0.67,4.0,1.0,0.0,0.0,100.0,48.33333333,0.0,0.1666666666666666
329,25.0,Midfielder,206,1.75,right,2.0,16.0,2.19,6.0,7.0,0.0,0.0,400.0,54.5625,0.25,0.0
1,22.0,Forward,203,1.73,left,1.0,8.0,1.5,7.0,1.0,0.0,0.0,25.0,29.875,0.0,0.0
1,23.0,Forward,203,1.79,left,1.0,6.0,1.5,5.0,1.0,0.0,0.0,75.0,24.33333333,0.0,0.1666666666666666
1,24.0,Forward,206,1.83,right,1.0,13.0,1.0,3.0,3.0,0.0,0.0,250.0,68.92307692,0.2307692307692307,0.0
1,24.0,Forward,203,1.84,right,1.0,8.0,0.88,2.0,2.0,0.0,0.0,50.0,73.125,0.125,0.125
279,28.0,Defender,199,1.94,right,1.0,10.0,2.4,4.0,1.0,0.0,0.0,350.0,65.4,0.1,0.0
1,23.0,Defender,195,1.91,right,1.0,3.0,0.67,2.0,1.0,0.0,0.0,25.0,25.0,0.0,0.0
124,24.0,Defender,204,1.78,left,4.0,3.0,1.0,3.0,0.0,0.0,0.0,900.0,16.0,0.0,0.0
1,23.0,Defender,203,1.82,left,1.0,7.0,2.14,3.0,1.0,0.0,0.0,225.0,51.85714286,0.0,0.0
301,26.0,Forward,209,1.67,left,3.0,5.0,2.6,4.0,1.0,0.0,0.0,800.0,31.2,0.0,0.0
1,30.0,Forward,203,1.8,right,2.0,12.0,2.08,0.0,4.0,0.0,0.0,400.0,0.086416667,0.4166666666666667,0.0833333333333333
1,23.0,Defender,210,1.9,right,2.0,9.0,1.22,1.0,1.0,0.0,0.0,250.0,74.55555556,0.1111111111111111,0.0
1,25.0,Defender,192,1.93,right,1.0,9.0,1.11,0.0,3.0,0.0,0.0,125.0,74.66666667,0.0,0.0
109,25.0,Defender,185,1.87,right,1.0,5.0,1.4,0.0,1.0,0.0,0.0,300.0,87.4,0.0,0.0
1,24.0,Defender,157,1.79,right,1.0,9.0,0.56,5.0,1.0,0.0,0.0,125.0,45.22222222,0.0,0.0
50,29.0,Midfielder,210,1.71,right,0.0,5.0,1.2,2.0,3.0,0.0,0.0,300.0,63.6,0.2,0.0
1,27.0,Forward,83,1.77,right,1.0,4.0,2.5,1.0,2.0,0.0,0.0,250.0,65.75,0.25,0.5
1,23.0,Forward,203,1.85,right,1.0,7.0,1.57,6.0,1.0,0.0,0.0,100.0,21.0,0.0,0.0
1,28.0,Defender,203,1.77,left,0.0,9.0,0.56,1.0,4.0,0.0,0.0,275.0,72.22222222,0.0,0.0
1,23.0,Midfielder,195,1.86,right,1.0,8.0,0.75,0.0,5.0,0.0,0.0,50.0,86.75,0.0,0.0
1,28.0,Forward,203,1.75,right,1.0,6.0,3.0,2.0,4.0,0.0,0.0,225.0,61.16666667,0.1666666666666666,0.0
1,23.0,Forward,211,1.87,right,1.0,6.0,1.83,0.0,3.0,0.0,0.0,200.0,81.33333333,0.3333333333333333,0.0
1,20.0,Defender,203,1.91,right,1.0,3.0,1.0,2.0,1.0,0.0,0.0,125.0,20.66666667,0.0,0.0
1,21.0,Midfielder,203,1.76,right,1.0,5.0,1.5143660090423348,0.0,1.0,0.0,0.0,125.0,89.4,0.0,0.2
1,25.0,Midfielder,203,1.83,right,3.0,5.0,2.4,2.0,1.0,0.0,0.0,450.0,54.0,0.4,0.0
1,37.0,Forward,203,1.8,right,1.0,7.0,2.43,5.0,2.0,0.0,0.0,100.0,42.42857143,0.7142857142857143,0.1428571428571428
1,22.0,Forward,203,1.86,right,1.0,8.0,0.88,4.0,3.0,0.0,0.0,50.0,42.375,0.25,0.0
1,24.0,Defender,203,1.87,right,2.0,7.0,1.86,4.0,0.0,0.0,0.0,200.0,55.0,0.0,0.0
1,23.0,Defender,203,1.82,left,2.0,6.0,1.83,0.0,0.0,0.0,0.0,150.0,95.0,0.0,0.0
1,24.0,Midfielder,199,1.85,right,1.0,7.0,0.86,1.0,2.0,0.0,0.0,400.0,79.85714286,0.0,0.0
113,24.0,Defender,203,2.02,right,1.0,8.0,2.75,0.0,1.0,0.0,0.0,250.0,84.375,0.25,0.0
1,23.0,Defender,203,1.84,left,1.0,9.0,1.56,0.0,0.0,0.0,0.0,75.0,90.0,0.0,0.0
1,25.0,Defender,203,1.82,right,3.0,9.0,1.0,1.0,4.0,0.0,0.0,75.0,70.77777778,0.0,0.1111111111111111
1,22.0,Midfielder,203,1.8264723398623608,right,1.0,8.0,1.38,3.0,2.0,0.0,0.0,50.0,57.0,0.0,0.0
1,29.0,Midfielder,203,1.84,right,1.0,9.0,1.44,1.0,3.0,0.0,0.0,150.0,77.66666667,0.0,0.0
1,21.0,Midfielder,203,1.84,right,1.0,8.0,1.13,1.0,0.0,0.0,0.0,25.0,82.0,0.0,0.0
1,31.0,Forward,205,1.87,left,2.0,11.0,1.0,2.0,5.0,0.0,0.0,250.0,69.45454545,0.1818181818181818,0.0909090909090909
1,30.0,Defender,203,1.81,right,1.0,3.0,2.33,0.0,0.0,0.0,0.0,200.0,90.0,0.3333333333333333,0.0
1,31.0,Defender,203,1.79,left,0.0,9.0,2.56,0.0,3.0,0.0,0.0,175.0,75.0,0.0,0.0
1,32.0,Midfielder,203,1.8,right,1.0,6.0,0.5,1.0,3.0,0.0,0.0,125.0,73.0,0.1666666666666666,0.0
1,23.0,Midfielder,203,1.78,right,1.0,4.0,1.0,3.0,1.0,0.0,0.0,75.0,22.0,0.0,0.0
1,27.0,Midfielder,203,1.82,left,3.0,10.0,1.1,1.0,5.0,0.0,0.0,500.0,76.3,0.1,0.2
1,32.0,Midfielder,203,1.77,right,1.0,6.0,2.17,2.0,4.0,0.0,0.0,175.0,42.83333333,0.0,0.1666666666666666
1,24.0,Forward,203,1.76,right,1.0,3.0,0.67,1.0,2.0,0.0,0.0,650.0,30.33333333,0.0,0.0
1,33.0,Forward,203,1.68,right,1.0,5.0,0.8,3.0,2.0,0.0,0.0,150.0,43.8,0.0,0.0
1,29.0,Forward,203,1.85,right,3.0,10.0,2.1,1.0,6.0,0.0,0.0,500.0,73.6,0.4,0.1
74,28.0,Defender,82,1.9,right,1.0,7.0,0.43,0.0,2.0,0.0,0.0,700.0,81.85714286,0.0,0.0
1,24.0,Midfielder,203,1.76,right,0.0,8.0,1.5,1.0,4.0,0.0,0.0,200.0,73.0,0.125,0.125
1,26.0,Midfielder,203,1.8,right,2.0,6.0,1.17,2.0,4.0,0.0,0.0,500.0,51.5,0.0,0.0
1,25.0,Forward,203,1.83,right,0.0,10.0,1.3,1.0,5.0,0.0,0.0,200.0,73.6,0.4,0.0
1,24.0,Midfielder,211,1.76,right,2.0,8.0,1.13,2.0,2.0,0.0,0.0,700.0,73.375,0.125,0.0
1,24.0,Midfielder,203,1.8,right,2.0,11.0,1.55,5.0,6.0,0.0,0.0,1400.0,47.81818182,0.0,0.0
1,26.0,Defender,206,1.89,left,1.0,8.0,1.0,0.0,0.0,0.0,0.0,75.0,90.0,0.0,0.0
1,27.0,Defender,136,1.83,left,0.0,7.0,0.57,0.0,0.0,0.0,0.0,175.0,90.0,0.0,0.0
1,21.0,Defender,203,1.91,right,1.0,6.0,1.33,0.0,0.0,0.0,0.0,50.0,90.0,0.1666666666666666,0.0
1,23.0,Defender,203,1.74,left,2.0,10.0,2.1,5.0,2.0,0.0,0.0,200.0,46.8,0.0,0.1
1,35.0,Midfielder,210,1.82,right,2.0,11.0,1.64,1.0,1.0,0.0,0.0,75.0,83.27272727,0.0909090909090909,0.0909090909090909
1,22.0,Midfielder,203,1.77,right,1.0,6.0,1.83,0.0,3.0,0.0,0.0,50.0,82.83333333,0.0,0.0
1,27.0,Midfielder,203,1.76,right,2.0,3.0,1.0,1.0,2.0,0.0,0.0,200.0,61.66666667,0.0,0.0
389,25.0,Midfielder,203,1.84,right,0.0,10.0,1.7,2.0,7.0,0.0,0.0,16000.0,68.0,0.2,0.1
1,30.0,Midfielder,203,1.86,right,3.0,10.0,2.1,1.0,5.0,0.0,0.0,350.0,71.9,0.1,0.0
1,38.0,Forward,203,1.7,right,1.0,7.0,1.0,1.0,5.0,0.0,0.0,75.0,69.14285714,0.2857142857142857,0.0
1,28.0,Forward,207,1.81,right,1.0,8.0,1.88,5.0,3.0,0.0,0.0,100.0,35.25,0.375,0.125
1,24.0,Defender,203,1.8264723398623608,right,1.0,5.0,0.8,3.0,0.0,0.0,0.0,50.0,41.0,0.0,0.0
1,23.0,Defender,203,1.81,right,1.0,7.0,2.29,6.0,1.0,0.0,0.0,100.0,21.0,0.0,0.0
1,23.0,Forward,203,1.78,left,0.0,6.0,1.83,6.0,0.0,0.0,0.0,175.0,26.0,0.0,0.3333333333333333
1,32.0,Defender,203,1.9,right,1.0,4.0,1.75,2.0,1.0,0.0,0.0,175.0,47.0,0.0,0.0
1,27.0,Defender,203,1.88,right,2.0,10.0,1.2,0.0,0.0,0.0,0.0,600.0,90.0,0.0,0.0
1,30.0,Defender,203,1.8,left,1.0,12.0,1.75,5.0,7.0,0.0,0.0,325.0,51.33333333,0.0,0.25
1,30.0,Defender,203,1.79,right,2.0,8.0,2.13,2.0,3.0,0.0,0.0,275.0,65.875,0.0,0.125
1,32.0,Midfielder,203,1.84,right,2.0,4.0,1.75,1.0,3.0,0.0,0.0,100.0,44.25,0.25,0.0
1,35.0,Midfielder,203,1.79,left,2.0,7.0,1.57,3.0,4.0,0.0,0.0,150.0,43.28571429,0.1428571428571428,0.1428571428571428
1,35.0,Forward,203,1.86,right,2.0,7.0,1.71,2.0,4.0,0.0,0.0,150.0,55.42857143,0.2857142857142857,0.0
1,23.0,Forward,203,1.85,right,1.0,7.0,1.0,3.0,3.0,0.0,0.0,250.0,60.14285714,0.2857142857142857,0.0
1,30.0,Defender,203,1.86,right,1.0,3.0,2.33,1.0,1.0,0.0,0.0,175.0,60.33333333,0.0,0.0
1,34.0,Defender,203,1.85,right,1.0,6.0,0.67,1.0,1.0,0.0,0.0,150.0,75.66666667,0.0,0.0
1,37.0,Midfielder,203,1.77,right,2.0,9.0,1.56,0.0,0.0,0.0,0.0,400.0,90.0,0.0,0.1111111111111111
1,34.0,Midfielder,203,1.8,right,1.0,6.0,1.83,2.0,2.0,0.0,0.0,100.0,64.16666667,0.0,0.3333333333333333
1,28.0,Midfielder,203,1.8,right,2.0,11.0,0.91,2.0,0.0,0.0,0.0,450.0,83.18181818,0.0,0.0
1,35.0,Midfielder,203,1.78,right,0.0,6.0,0.5,2.0,4.0,0.0,0.0,150.0,55.16666667,0.0,0.0
1,24.0,Midfielder,203,1.74,left,1.0,5.0,0.6,0.0,2.0,0.0,0.0,150.0,87.2,0.0,0.0
1,25.0,Midfielder,203,1.9,right,1.0,9.0,1.22,1.0,4.0,0.0,0.0,50.0,66.0,0.0,0.2222222222222222
1,24.0,Midfielder,203,1.82,right,1.0,8.0,0.63,3.0,5.0,0.0,0.0,100.0,46.75,0.0,0.0
1,27.0,Forward,203,1.82,right,1.0,9.0,1.44,1.0,4.0,0.0,0.0,100.0,79.22222222,0.2222222222222222,0.3333333333333333
1,31.0,Defender,203,1.86,right,0.0,8.0,1.0,0.0,1.0,0.0,0.0,650.0,84.5,0.0,0.0
1,31.0,Midfielder,203,1.78,right,0.0,10.0,0.8,1.0,3.0,0.0,0.0,800.0,80.1,0.1,0.1
1,28.0,Midfielder,203,1.87,right,1.0,9.0,1.0,3.0,5.0,0.0,0.0,550.0,54.88888889,0.0,0.0
1,30.0,Forward,203,1.78,right,1.0,8.0,1.38,4.0,4.0,0.0,0.0,275.0,42.75,0.0,0.0
1,30.0,Forward,203,1.9,right,2.0,11.0,1.18,1.0,6.0,0.0,0.0,100.0,78.18181818,0.3636363636363636,0.0
1,37.0,Defender,191,1.89,right,1.0,7.0,1.29,0.0,0.0,0.0,0.0,100.0,90.0,0.0,0.0
1,32.0,Defender,203,1.85,right,1.0,10.0,1.7,3.0,1.0,0.0,0.0,50.0,63.1,0.0,0.0
1,26.0,Defender,203,1.75,right,1.0,11.0,0.82,1.0,2.0,0.0,0.0,50.0,82.72727273,0.0,0.0
1,22.0,Defender,203,1.83,right,1.0,9.0,1.33,1.0,1.0,0.0,0.0,150.0,82.11111111,0.1111111111111111,0.0
1,27.0,Midfielder,203,1.8,right,3.0,10.0,1.4,0.0,7.0,0.0,0.0,600.0,75.7,0.0,0.3
1,28.0,Midfielder,203,1.78,right,1.0,9.0,1.67,0.0,1.0,0.0,0.0,175.0,86.33333333,0.1111111111111111,0.0
1,26.0,Midfielder,203,1.76,right,1.0,6.0,1.83,1.0,0.0,0.0,0.0,75.0,84.66666667,0.5,0.0
1,22.0,Forward,203,1.8264723398623608,left,1.0,6.0,0.67,2.0,2.0,0.0,0.0,50.0,56.0,0.0,0.1666666666666666
1,25.0,Forward,203,1.83,right,2.0,8.0,1.88,3.0,3.0,0.0,0.0,800.0,47.625,0.0,0.0
1,29.0,Forward,203,1.88,right,0.0,9.0,1.0,6.0,4.0,0.0,0.0,150.0,36.55555556,0.1111111111111111,0.0
1,22.0,Forward,203,1.82,right,1.0,6.0,1.5,5.0,2.0,0.0,0.0,125.0,26.16666667,0.1666666666666666,0.0
1,28.0,Forward,203,1.88,right,1.0,8.0,1.13,5.0,3.0,0.0,0.0,75.0,40.625,0.0,0.0
1,22.0,Defender,203,1.9,right,1.0,8.0,1.38,0.0,0.0,0.0,0.0,25.0,83.75,0.0,0.0
1,21.0,Defender,203,1.93,right,2.0,5.0,1.0,0.0,1.0,0.0,0.0,100.0,82.2,0.0,0.0
421,25.0,Defender,207,1.84,left,0.0,9.0,2.0,5.0,1.0,0.0,0.0,22000.0,46.55555556,0.0,0.1111111111111111
1,21.0,Midfielder,203,1.75,right,1.0,8.0,1.13,4.0,3.0,0.0,0.0,100.0,50.0,0.0,0.0
1,22.0,Forward,203,1.78,right,1.0,6.0,0.33,4.0,2.0,0.0,0.0,25.0,40.0,0.0,0.0
1,22.0,Forward,203,1.8264723398623608,right,1.0,6.0,0.33,5.0,1.0,0.0,0.0,50.0,28.5,0.0,0.0
390,25.0,Defender,180,1.84,left,4.0,9.0,2.44,1.0,3.0,0.0,0.0,3000.0,73.77777778,0.0,0.3333333333333333
1,22.0,Defender,177,1.92,right,4.0,3.0,1.0,2.0,0.0,0.0,0.0,400.0,43.33333333,0.0,0.0
1,24.0,Defender,203,1.88,right,1.0,7.0,2.0,1.0,2.0,0.0,0.0,125.0,77.42857143,0.1428571428571428,0.0
1,23.0,Midfielder,126,1.86,right,3.0,8.0,0.63,4.0,4.0,0.0,0.0,100.0,50.875,0.25,0.0
84,28.0,Defender,186,1.85,right,3.0,10.0,0.9,0.0,1.0,0.0,0.0,500.0,89.6,0.1,0.0
1,22.0,Defender,203,1.81,right,1.0,7.0,1.43,4.0,1.0,0.0,0.0,100.0,43.85714286,0.0,0.0
1,25.0,Midfielder,205,1.86,right,3.0,8.0,1.88,7.0,0.0,0.0,0.0,750.0,29.75,0.0,0.0
1,26.0,Forward,203,1.86,right,0.0,7.0,0.71,5.0,2.0,0.0,0.0,650.0,42.42857143,0.0,0.0
1,24.0,Defender,203,1.8264723398623608,right,1.0,5.0,1.4,4.0,0.0,0.0,0.0,50.0,22.2,0.0,0.0
1,32.0,Defender,145,1.83,left,1.0,10.0,1.1,0.0,2.0,0.0,0.0,150.0,89.6,0.1,0.1
398,25.0,Midfielder,191,1.85,right,4.0,11.0,2.55,0.0,5.0,0.0,0.0,40000.0,85.63636364,0.0,0.0909090909090909
264,25.0,Midfielder,185,1.8,left,3.0,12.0,1.25,1.0,0.0,0.0,0.0,750.0,0.084083333,0.0833333333333333,0.0833333333333333
285,30.0,Midfielder,145,1.82,right,1.0,8.0,2.13,6.0,2.0,0.0,0.0,250.0,39.0,0.0,0.0
1,23.0,Forward,209,1.78,right,1.0,11.0,2.36,2.0,9.0,0.0,0.0,1600.0,51.27272727,0.0909090909090909,0.1818181818181818
97,25.0,Forward,184,1.84,right,1.0,4.0,1.5,1.0,2.0,0.0,0.0,1700.0,53.5,0.5,0.25
1,21.0,Defender,210,2.02,right,2.0,9.0,1.44,0.0,0.0,0.0,0.0,500.0,90.0,0.0,0.0
1,23.0,Midfielder,203,1.85,right,4.0,4.0,2.5,1.0,2.0,0.0,0.0,800.0,59.75,0.25,0.0
1,31.0,Defender,190,1.87,right,1.0,12.0,2.33,0.0,3.0,0.0,0.0,200.0,0.085416667,0.0,0.0
1,34.0,Defender,173,1.9,right,1.0,5.0,2.6,0.0,1.0,0.0,0.0,100.0,91.0,0.2,0.0
1,32.0,Defender,203,1.84,right,1.0,1.0,3.0,1.0,0.0,0.0,0.0,150.0,13.0,0.0,0.0
1,30.0,Midfielder,173,1.84,right,1.0,9.0,1.67,2.0,2.0,0.0,0.0,350.0,65.11111111,0.0,0.0
1,24.0,Midfielder,147,1.89,right,3.0,9.0,1.56,0.0,5.0,0.0,0.0,550.0,82.33333333,0.2222222222222222,0.1111111111111111
1,21.0,Midfielder,203,1.88,right,1.0,9.0,0.67,3.0,0.0,0.0,0.0,100.0,70.22222222,0.2222222222222222,0.0
1,25.0,Forward,84,1.88,right,2.0,4.0,0.5,4.0,0.0,0.0,0.0,1600.0,18.5,0.0,0.25
1,31.0,Forward,203,1.78,right,3.0,4.0,1.5,0.0,2.0,0.0,0.0,175.0,82.75,0.25,0.0
1,22.0,Defender,203,1.84,left,1.0,6.0,1.5,1.0,3.0,0.0,0.0,50.0,68.83333333,0.0,0.0
1,22.0,Midfielder,203,1.78,right,1.0,9.0,1.11,0.0,6.0,0.0,0.0,275.0,76.22222222,0.0,0.2222222222222222
1,23.0,Midfielder,203,1.85,right,1.0,7.0,0.86,1.0,4.0,0.0,0.0,75.0,69.28571429,0.1428571428571428,0.1428571428571428
1,31.0,Forward,203,1.77,right,1.0,3.0,1.5143660090423348,2.0,1.0,0.0,0.0,200.0,23.66666667,0.0,0.0
1,23.0,Forward,160,1.84,right,1.0,12.0,0.58,0.0,2.0,0.0,0.0,200.0,0.088916667,0.4166666666666667,0.25
1,22.0,Forward,203,1.8264723398623608,right,1.0,9.0,1.11,6.0,2.0,0.0,0.0,175.0,35.88888889,0.1111111111111111,0.0
1,25.0,Defender,177,1.86,left,1.0,12.0,1.5,0.0,0.0,0.0,0.0,250.0,0.09,0.0833333333333333,0.1666666666666666
1,21.0,Defender,203,1.8264723398623608,right,1.0,4.0,1.75,2.0,1.0,0.0,0.0,50.0,48.0,0.0,0.0
1,29.0,Defender,203,1.84,right,2.0,12.0,2.08,0.0,0.0,0.0,0.0,500.0,0.09,0.1666666666666666,0.0
1,21.0,Defender,203,1.8264723398623608,right,1.0,9.0,1.78,6.0,0.0,0.0,0.0,75.0,53.66666667,0.1111111111111111,0.1111111111111111
1,27.0,Midfielder,203,1.85,right,2.0,8.0,1.0,3.0,2.0,0.0,0.0,1000.0,66.25,0.0,0.0
1,25.0,Midfielder,203,1.77,right,1.0,9.0,0.67,0.0,6.0,0.0,0.0,225.0,84.22222222,0.4444444444444444,0.1111111111111111
1,26.0,Midfielder,203,1.91,right,1.0,8.0,1.63,4.0,1.0,0.0,0.0,100.0,53.625,0.0,0.125
174,28.0,Forward,177,1.93,left,2.0,15.0,0.93,2.0,8.0,0.0,0.0,450.0,0.072933333,0.2,0.0
1,26.0,Defender,203,1.87,left,1.0,11.0,1.18,0.0,2.0,0.0,0.0,75.0,88.09090909,0.0909090909090909,0.0
1,22.0,Defender,203,1.81,right,1.0,2.0,2.0,2.0,0.0,0.0,0.0,50.0,19.0,0.0,0.0
1,22.0,Defender,203,1.8264723398623608,left,3.0,11.0,2.0,1.0,3.0,0.0,0.0,100.0,77.90909091,0.0,0.0
1,22.0,Midfielder,203,1.89,right,0.0,11.0,1.73,6.0,2.0,0.0,0.0,75.0,50.36363636,0.0909090909090909,0.0
1,21.0,Midfielder,203,1.8264723398623608,right,1.0,1.0,1.5143660090423348,1.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0
1,22.0,Midfielder,197,1.76,right,3.0,14.0,2.14,9.0,5.0,0.0,0.0,200.0,39.57142857,0.1428571428571428,0.0714285714285714
1,24.0,Forward,203,1.74,left,0.0,8.0,0.88,4.0,4.0,0.0,0.0,600.0,45.5,0.0,0.125
1,31.0,Forward,177,1.91,right,1.0,9.0,2.22,0.0,1.0,0.0,0.0,325.0,88.33333333,0.3333333333333333,0.1111111111111111
1,22.0,Midfielder,203,1.9,right,3.0,9.0,2.11,7.0,2.0,0.0,0.0,100.0,37.66666667,0.1111111111111111,0.0
1,21.0,Midfielder,203,1.8264723398623608,right,1.0,7.0,0.57,1.0,2.0,0.0,0.0,25.0,73.71428571,0.0,0.0
1,23.0,Defender,203,1.85,right,1.0,2.0,3.0,2.0,0.0,0.0,0.0,75.0,19.0,0.0,0.0
1,28.0,Forward,203,1.8,right,3.0,7.0,0.57,1.0,4.0,0.0,0.0,1300.0,61.28571429,0.0,0.2857142857142857
1,26.0,Forward,203,1.91,right,2.0,1.0,1.0,1.0,0.0,0.0,0.0,175.0,8.0,0.0,0.0
1,22.0,Forward,86,1.8264723398623608,right,1.0,4.0,2.0,1.0,3.0,0.0,0.0,175.0,69.75,0.5,0.0
1,27.0,Defender,173,1.91,right,2.0,4.0,1.0,2.0,1.0,0.0,0.0,400.0,40.0,0.0,0.0
1,33.0,Defender,203,1.88,right,2.0,12.0,1.5,0.0,1.0,0.0,0.0,150.0,0.091083333,0.0833333333333333,0.0
1,22.0,Defender,203,1.86,right,2.0,6.0,1.17,0.0,1.0,0.0,0.0,75.0,89.0,0.0,0.1666666666666666
1,32.0,Defender,199,1.78,right,1.0,9.0,1.0,1.0,1.0,0.0,0.0,400.0,80.0,0.1111111111111111,0.2222222222222222
1,37.0,Midfielder,203,1.69,right,1.0,3.0,2.33,2.0,1.0,0.0,0.0,250.0,39.33333333,0.0,0.0
1,32.0,Midfielder,203,1.85,right,1.0,9.0,2.44,6.0,3.0,0.0,0.0,150.0,28.66666667,0.2222222222222222,0.0
1,23.0,Midfielder,203,1.76,right,2.0,7.0,1.71,2.0,3.0,0.0,0.0,150.0,56.28571429,0.0,0.0
1,22.0,Midfielder,203,1.73,right,1.0,8.0,1.63,0.0,4.0,0.0,0.0,50.0,84.25,0.0,0.125
1,23.0,Forward,203,1.86,right,1.0,6.0,1.33,6.0,0.0,0.0,0.0,25.0,17.5,0.1666666666666666,0.0
1,22.0,Defender,203,1.85,left,0.0,3.0,0.67,1.0,1.0,0.0,0.0,50.0,64.66666667,0.6666666666666666,0.0
1,21.0,Defender,203,1.8,right,2.0,7.0,1.29,1.0,4.0,0.0,0.0,150.0,69.57142857,0.2857142857142857,0.1428571428571428
410,24.0,Midfielder,203,1.88,right,5.0,11.0,1.73,1.0,7.0,0.0,0.0,20000.0,70.54545455,0.0909090909090909,0.0909090909090909
1,22.0,Forward,203,1.77,right,1.0,1.0,3.0,1.0,0.0,0.0,0.0,125.0,45.0,0.0,0.0
1,22.0,Forward,174,1.9,right,1.0,13.0,2.0,6.0,6.0,0.0,0.0,800.0,53.76923077,0.3076923076923077,0.1538461538461538
1,32.0,Defender,203,1.8,left,1.0,12.0,1.67,2.0,5.0,0.0,0.0,450.0,76.58333333,0.0,0.25
1,25.0,Defender,203,1.85,left,1.0,6.0,2.0,2.0,2.0,0.0,0.0,50.0,56.33333333,0.0,0.1666666666666666
1,25.0,Midfielder,203,1.8,right,0.0,6.0,1.17,4.0,2.0,0.0,0.0,350.0,36.33333333,0.0,0.0
1,25.0,Forward,203,1.71,left,2.0,7.0,1.43,2.0,4.0,0.0,0.0,300.0,58.57142857,0.1428571428571428,0.0
1,27.0,Forward,203,1.78,right,2.0,6.0,1.17,0.0,2.0,0.0,0.0,75.0,86.16666667,0.0,0.0
1,29.0,Forward,203,1.89,left,1.0,9.0,1.78,3.0,5.0,0.0,0.0,200.0,53.11111111,0.4444444444444444,0.0
1,22.0,Defender,203,1.84,left,3.0,5.0,1.4,1.0,2.0,0.0,0.0,75.0,70.2,0.0,0.0
1,21.0,Midfielder,203,1.79,right,1.0,6.0,1.67,5.0,0.0,0.0,0.0,50.0,30.16666667,0.0,0.0
1,22.0,Midfielder,203,1.68,right,2.0,10.0,1.0,1.0,7.0,0.0,0.0,1000.0,71.6,0.0,0.0
1,23.0,Midfielder,203,1.83,right,2.0,8.0,1.0,3.0,2.0,0.0,0.0,350.0,62.625,0.125,0.0
1,26.0,Forward,174,1.87,right,0.0,8.0,1.0,6.0,1.0,0.0,0.0,100.0,36.0,0.125,0.0
1,23.0,Defender,171,1.88,right,1.0,6.0,0.83,0.0,1.0,0.0,0.0,125.0,83.66666667,0.0,0.0
1,26.0,Defender,186,1.81,right,1.0,1.0,1.5143660090423348,0.0,1.0,0.0,0.0,350.0,75.0,0.0,0.0
1,21.0,Midfielder,207,1.88,right,0.0,10.0,1.2,2.0,6.0,0.0,0.0,175.0,59.9,0.0,0.2
1,23.0,Midfielder,173,1.82,right,3.0,4.0,0.75,1.0,2.0,0.0,0.0,1000.0,58.5,0.0,0.0
1,28.0,Midfielder,203,1.83,right,1.0,8.0,2.38,4.0,3.0,0.0,0.0,125.0,44.875,0.125,0.0
1,25.0,Midfielder,203,1.78,right,1.0,8.0,1.75,3.0,4.0,0.0,0.0,175.0,52.75,0.0,0.0
1,23.0,Midfielder,203,1.72,right,3.0,7.0,2.29,6.0,1.0,0.0,0.0,150.0,28.14285714,0.0,0.1428571428571428
1,31.0,Forward,203,1.94,right,1.0,4.0,1.5143660090423348,4.0,0.0,0.0,0.0,300.0,22.75,0.0,0.25
1,25.0,Forward,199,1.93,right,1.0,11.0,1.55,8.0,2.0,0.0,0.0,150.0,33.09090909,0.0909090909090909,0.0
1,34.0,Defender,203,1.83,right,1.0,5.0,1.8,0.0,1.0,0.0,0.0,250.0,84.6,0.0,0.0
1,22.0,Defender,203,1.89,right,2.0,2.0,3.0,0.0,0.0,0.0,0.0,100.0,90.0,0.0,0.0
1,33.0,Defender,203,1.85,right,2.0,12.0,1.58,0.0,2.0,0.0,0.0,125.0,0.08575,0.0,0.0
1,27.0,Midfielder,203,1.78,right,1.0,11.0,2.18,2.0,6.0,0.0,0.0,250.0,74.27272727,0.0,0.1818181818181818
1,22.0,Midfielder,203,1.8264723398623608,right,3.0,2.0,3.0,2.0,0.0,0.0,0.0,200.0,4.0,0.0,0.0
1,28.0,Forward,204,1.77,left,1.0,10.0,1.6,4.0,6.0,0.0,0.0,3500.0,47.2,0.0,0.1
